authors,bestsellers-rank,categories,description,dimension-x,dimension-y,dimension-z,edition,edition-statement,for-ages,format,id,illustrations-note,image-checksum,image-path,image-url,imprint,index-date,isbn10,isbn13,lang,publication-date,publication-place,rating-avg,rating-count,title,url,weight
[171],356078,"[833, 3378, 834, 3379, 2517, 2556]","Diagraming Sentences will help students of all ages learn how the parts of speech fit together to make clear and complete sentences. This 48-page book shows visual learners how to diagram sentences to help them understand why some sentences may not sound or look right. The book also includes fun practice activities, review activities, a glossary, and answer keys.",214,275,3,,,12-Sep,1,9.78158E+12,,c874a29ba2d5f7f1815ca2f04725eb58,full/0/a/5/0a56e3df070587f6fa1e6c916e7753d396ec4b46.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5803/9781580372824.jpg,,,1580372821,9.78158E+12,en,9/15/2004 0:00,,3.88,42,Diagraming Sentences,/Diagraming-Sentences-Deborah-White-Broadwater/9781580372824,127
[172],128244,"[1477, 1479, 1520]","Can you multiply 362 x .5 quickly in your head? Could you readily calculate the square of 41? How much is 635 divided by 21/2? Can 727,648 be evenly divided by 8?",136,215,7,Revised,Revised edition,,1,9.78049E+12,,349f4b41074cf1503ec46eb9e4bf5a54,full/4/0/2/4024b3527c7e612a16abc06b90f927c493b0432c.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486246116.jpg,,,486246116,9.78049E+12,en,10/1/1984 0:00,,3.8,108,Short-cut Mathematics,/Short-cut-Mathematics-G-W-Kelly/9780486246116,142
[173],293148,"[833, 3378]","Make the students ask and answer about body parts when they play Alien Teacher. Get your students moving around with Five Friends or learn and practise occupations with The 100 Points Job Game. Use directions to play the highly entertaining Cat and Mouse, prepositions in The Magician Game or consolidate reading through a variety of games such as Five in a Row and Edge to Edge. Your male students will particularly enjoy showing their reading ability when they play Mosquito Game. `Where Are You From?' will give your students chances to enthusiastically ask and answer about countries. Let them burn off some energy with a variety of challenges through Relay Games. Practise numbers large and small, as well as ordinal numbers, by playing 3, 6, 9. Give the students chance to show some creativity with Do It Yourself! This extensive collection of games also includes: Four Knights, Let's Play Snap, The Apple Game, The Shopping Game, Liar, Liar, Liar!, The Argument Game, Dictionary Race, Down the Line, The Kitchen Game, Jigsaw Game, Find the Animals and One Dog, Two Dogs, Three Dogs.",152,229,9,,,,1,9.78096E+12,black & white illustrations,0af06de604bd9cae6c0687eac34a3dfe,full/3/3/d/33ddca83fb3d5ac6d363a1a3c70a1bb1fcf955a4.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9567/9780956796806.jpg,,,095679680X,9.78096E+12,en,2/1/2011 0:00,,2.9,10,100 Great EFL Games : Exciting Language Games for Young Learners,/100-Great-EFL-Games-Adrian-Bozon/9780956796806,
[174],365596,"[784, 3329, 807, 3352, 810, 3355, 833, 3378, 834, 3379, 2587]","This unique Library gives teachers and specialists a stimulating, systematic way to develop positive social behaviors in students of all abilities, grades 4-12. Included are over 125 tested lessons and reproducible worksheets in two separately printed, self-contained volumes, each tailored to the developmental needs of students at a particular grade level, 4-6 or 7-12. For easy use, the lessons in each volume follow a uniform format, including titles, behavioral objective, and simple 8-step lesson plan. The lesson activities and worksheets are based on real-life situations and help build students' self-esteem, self-control, and respect for the rights of others.",212,278,15,,,12-Sep,1,9.78088E+12,,cf5fe70e03ea2ff2290f9f0268ce3ea2,full/4/d/1/4d10771c2b8f39dbd3c0d64ac44d305057e762de.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8762/9780876284742.jpg,,,876284748,9.78088E+12,en,7/27/1998 0:00,,4.15,13,Ready-to-Use Social Skills Lessons & Activities for Grades 4 - 6,/Ready-Use-Social-Skills-Lessons-Activities-for-Grades-4-6-Ruth-Weltmann-Begun/9780876284742,824
[175],368015,"[802, 3347, 810, 3355, 818, 3363, 833, 3378]","This is no recipe book: I have tried not to be formulaic. Rather, I want to suggest the richness of options, the myriad possibilities open to the writer at any given moment. Young writers need to know what can be done with language.",187,235,10,,2nd ed.,,1,9.78033E+12,"Illustrations, unspecified",194b3df2f14bb746dd8b781fb2b06f3c,full/b/9/0/b903af9ce41272b8e0759f1ef8251e99258bbb43.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3250/9780325046662.jpg,"Heinemann Educational Books,U.S.",,325046662,9.78033E+12,en,2/7/2013 0:00,,4.23,375,"What a Writer Needs, Second Edition",/What-Writer-Needs-Second-Edition-Ralph-Fletcher/9780325046662,390
[176],68305,"[214, 228, 684, 1531, 1600, 1601]","In 1962, Maurice Wilkins, Francis Crick, and James Watson received the Nobel Prize, but it was Rosalind Franklin's data and photographs of DNA that led to their discovery.",132.08,200.66,30.48,,Perennial ed.,,1,9.78006E+12,,965ea5d5ae9133ad4218bb203a5e5b5b,full/e/8/3/e83a5a7c88e27d3dad122a1c603ff7d856cc8fa2.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0609/9780060985080.jpg,,,60985089,9.78006E+12,en,10/1/2003 0:00,,4.1,1951,Rosalind Franklin : The Dark Lady of DNA,/Rosalind-Franklin-Brenda-Maddox/9780060985080,317.51
[177],61174,"[783, 3328, 833, 3378, 834, 3379, 2565]","Viewing the maths lesson as an opportunity for pupils to develop a deep understanding of mathematical concepts and relationships, rather than simply to follow fixed processes that lead to 'the answer', is increasingly recognised as the pinnacle of best practice in maths education.",210,240,20.32,,,,1,9.78179E+12,,59456e2a3abf51877d4bf20baba226d4,full/f/9/a/f9a8fdf838642ea7d74228d1d5763c4312147a13.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7858/9781785833502.jpg,,,1785833502,9.78179E+12,en,4/28/2019 0:00,,3.58,12,Visible Maths : Using representations and structure to enhance mathematics teaching in schools,/Visible-Maths-Peter-Mattock/9781785833502,805
"[178, 179]",373830,"[792, 3337, 810, 3355, 823, 3368, 833, 3378, 835, 3380, 2813, 2607]","With 29 real life and relatable stories at its heart, this practical resource is designed to help build self-esteem and body confidence in children aged 5-11. Each story is the focus of a ready-to-use lesson plan, covering common issues that affect children such as a lack of body confidence, feeling pressured by peers and worries about puberty. The stories are preceded by guidance on how to introduce the topic and the learning outcomes, and they are followed by a range of activities to reinforce the messages being taught. The stories can either be read aloud to a class or group or photocopied and shared for individual reading.",215,278,15,,,12-Sep,1,9.78185E+12,,9303865982e1f56700f8ea49b46c9e7c,full/8/9/d/89daeb0ba3a8bf5edd61a6dbccb707af7d549eac.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8490/9781849057134.jpg,,,1849057133,9.78185E+12,en,4/21/2016 0:00,,4.33,6,"Being Me (and Loving It) : Stories and Activities to Help Build Self-Esteem, Confidence, Positive Body Image and Resilience in Children",/Being-Me-Loving-It-Naomi-Richards/9781849057134,618
"[180, 181, 182, 183]",25930,"[802, 3347, 818, 3363, 819, 3364, 833, 3378]","In schools, every day is """"game day."""" Every day, teachers need the best resources and forms of support because students deserve the best we as educators can offer. An instructional playbook aims to serve as that kind of support: a tool that coaches can use to help teachers match specific learning goals with the right research-based instructional strategies.",178,254,15.24,,,,1,9.78142E+12,,c2b3af5a225ce48de9a03a1cdf238953,full/f/9/b/f9b4644463a2983ef7b9bdf53ecc2d3c69df8123.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4166/9781416629924.jpg,,,1416629920,9.78142E+12,en,11/30/2020 0:00,,,,The Instructional Playbook : The Missing Link for Translating Research into Practice,/Instructional-Playbook-Jim-Knight/9781416629924,272.16
[184],130827,"[1532, 1593]","Look around you. The reflection of your face in a window tells you that the universe is orchestrated by chance. The iron in a spot of blood on your finger tells you that somewhere out in space there is furnace at a temperature of 4.5 billion degrees. Your TV tells you that the universe had a beginning. In fact, your very existence tells you that this may not be the only universe but merely one among an infinity of others, stacked like the pages of a never-ending book.",127,198,18,,Main,,1,9.78057E+12,,fc701e1e26324b4179f38d3cc4278686,full/d/8/5/d8529a830b0f4aada9a8faa877d9c629cee0cb29.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5712/9780571244034.jpg,,,571244033,9.78057E+12,en,9/2/2010 0:00,,3.9,449,We Need to Talk About Kelvin : What everyday things tell us about the universe,/We-Need-Talk-About-Kelvin-Marcus-Chown/9780571244034,230
"[185, 186, 187]",393513,"[810, 3355, 811, 3356, 833, 3378, 834, 3379, 2558]","Fantastic strategies for getting high school students excited about writing This book offers 50 creative writing lesson plans from the imaginative and highly acclaimed 826 National writing labs. Created as a resource to reach all students (even those most resistant to creative writing), the off-beat and attention-grabbing lessons include such gems as ""Literary Facebooks,"" where students create a mock Facebook profile based on their favorite literary character, as well as highly practical lessons like the ""College Application Essay Boot Camp."" These writing lessons are written by experts and favorite novelists, actors, and other entertainers pitched in too. * Road-tested lessons from a stellar national writing lab * Inventive and unique lessons that will appeal to even the most difficult-to-reach students * Includes a chart linking lessons to the Common Core State Standards 826 National is an organization committed to supporting teachers, publishing student work, and offering services for English language learners.",217,277,12,,,,1,9.78112E+12,,296585605f1969506c22c2a6fcfa4979,full/a/e/d/aed3b2bb171e75ce88d4fbb94fda2ff93c923e7a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1180/9781118024324.jpg,,,111802432X,9.78112E+12,en,11/18/2011 0:00,,4.23,90,Don't Forget to Write for the Secondary Grades : 50 Enthralling and Effective Writing Lessons (Ages 11 and Up),/Dont-Forget-Write-for-Secondary-Grades-826-National/9781118024324,566
"[188, 189]",387297,"[802, 3347, 809, 3354, 833, 3378]","Offering an alternative approach to standardization and data-driven mandates, this book puts children at the center of planning. Using The Thinking Lens (R) protocol teachers can translate educational theories into concrete ideas for working with children and families. Learn to create a classroom culture, develop routines, and use learning stories to enhance experiences for the children in your care.",203,279,20.32,Revised,2nd Revised edition,,1,9.78161E+12,,f72aba5ef89adae5c3d04ff6365f3ad6,full/9/f/7/9f7826d86b4284af5f2bf55aa01c80dab48e4722.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6055/9781605545226.jpg,,,1605545228,9.78161E+12,en,7/4/2017 0:00,,4.5,4,Learning Together with Young Children : A Curriculum Framework for Reflective Teachers,/Learning-Together-with-Young-Children-Margie-Carter/9781605545226,1065.94
[190],768176,"[2863, 2865, 2878]","The promise of a hot, satisfying meal in ten minutes or less is no longer the exclusive calling card of cheap pizza delivery. Everything from dinners on the run to crave-worthy snacks for a crowd can be yours in less time than it takes to hunt down those crusty take-out menus.",191,229,28,,,,2,9.78151E+12,,a092dd7d7b7f1216b749aa9ea4751419,full/5/6/2/56255d28d13a7d67de0f0317bfd04b7bb51ec47f.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5107/9781510727595.jpg,,,1510727590,9.78151E+12,en,2/1/2018 0:00,,3.51,55,"Real Food, Really Fast : Delicious Plant-Based Recipes Ready in 10 Minutes or Less",/Real-Food-Really-Fast-Hannah-Kaminsky/9781510727595,1021
[191],140857,"[400, 643, 929, 2743, 952, 2766, 1012, 1076, 1087, 1530, 1900]","The challenges to humanity posed by the digital future, the first detailed examination of the unprecedented form of power called ""surveillance capitalism,"" and the quest by powerful corporations to predict and control our behavior.  In this masterwork of original thinking and research, Shoshana Zuboff provides startling insights into the phenomenon that she has named surveillance capitalism. The stakes could not be higher: a global architecture of behavior modification threatens human nature in the twenty-first century just as industrial capitalism disfigured the natural world in the twentieth.  Zuboff vividly brings to life the consequences as surveillance capitalism advances from Silicon Valley into every economic sector. Vast wealth and power are accumulated in ominous new ""behavioral futures markets,"" where predictions about our behavior are bought and sold, and the production of goods and services is subordinated to a new ""means of behavioral modification.""  The threat has shifted from a totalitarian Big Brother state to a ubiquitous digital architecture: a ""Big Other"" operating in the interests of surveillance capital. Here is the crucible of an unprecedented form of power marked by extreme concentrations of knowledge and free from democratic oversight. Zuboff's comprehensive and moving analysis lays bare the threats to twenty-first century society: a controlled ""hive"" of total connection that seduces with promises of total certainty for maximum profit -- at the expense of democracy, freedom, and our human future.  With little resistance from law or society, surveillance capitalism is on the verge of dominating the social order and shaping the digital future -- if we let it.",163,239,61,,,,2,9.78161E+12,,32a2ac13224a2c5619fe26e77a9f74c4,full/1/8/0/18004010b9d4d142a9d2dc50ead9c6d722b48a16.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6103/9781610395694.jpg,,,1610395697,9.78161E+12,en,1/15/2019 0:00,,4.08,4973,The Age of Surveillance Capitalism : The Fight for a Human Future at the New Frontier of Power,/Age-Surveillance-Capitalism-Shoshana-Zuboff/9781610395694,953
"[192, 193]",357453,"[814, 3359, 833, 3378]","Our traditional Great Teacher teaches by telling, inspiring students through eloquent, passionate oration. For Donald Finkel this view is destructively narrow: it takes for granted that teachers teach, fundamentally and centrally, by telling students what they are supposed to know. In Teaching with Your Mouth Shut,  Finkel proposes an alternative vision of teachingone that is deeply democratic in its implications.",152,235,6,,,,1,9.78087E+12,"bibliography, index",381bb9a6c2cd469b4ae82ca3ab7da7bf,full/4/5/7/457933e54ca9f9aac43e572d9d9de1b94dfb6b7c.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8670/9780867094695.jpg,Boynton/Cook Publishers Inc US,,867094699,9.78087E+12,en,3/3/2000 0:00,,3.86,117,Teaching with Your Mouth Shut,/Teaching-with-Your-Mouth-Shut-Donald-L-Finkel/9780867094695,295
"[194, 195]",333297,"[810, 3355, 833, 3378, 834, 3379, 2562]","Help students become confident, fluent readers using poetry. Compiled by a reading specialist, this book includes 50 engaging poems specially selected for building different aspects of oral reading fluency: poems to build intonation and phrasing, poems to build phonics patterns and sight words, and poems for repeated, expert readings. Also includes poems that are just right for partner and small group reading. Plus, research-based background on reading fluency and oral reading strategies to help students succeed.",214,279,4,,,8-Jun,1,9.78044E+12,,5345c4e11b690a8f1340a9d4534a2641,full/8/d/2/8d2e0235acb5915de8ce83261e5d764cee11b29d.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4394/9780439438308.jpg,,,439438306,9.78044E+12,en,4/1/2004 0:00,,3.85,13,Perfect Poems with Strategies for Building Fluency : Grades 1-2,/Perfect-Poems-with-Strategies-for-Building-Fluency-Scholastic-Inc/9780439438308,163
[196],864770,"[2865, 2882]","Be the boss of your ice cream! Learn to make dairy-free, vegan ice cream, sherbet, sorbet and frozen yogurt at home easily, with or without an ice cream machine (although a machine is recommended.) Use easy-to-find ingredients, and nondairy milks and sweeteners. Recipes in this cookbook include standard favorites, such as Chocolate, Vanilla, Strawberry, Mint Chocolate Chip, Mocha Almond Fudge, and Pumpkin Ice Creams. But there are also more unusual flavors, such as Tomato Basil and Black Sesame Ice Creams. There are also complete instructions for making yogurt at home, which you can then use to make frozen yogurts. And one entire chapter is dedicated to making Mochi Ice Cream, with step-by-step directions. Vegans and people with allergies, lactose intolerance, or food sensitivities will find this a useful resource. Anyone looking for healthier ice cream alternatives will find lots to satisfy them. Ice cream lovers with a sense of adventure can attempt some of the more unique ice cream flavors, such as: Taro Ice Cream Strawberry Basil Balsamic Ice Cream Papaya Frozen Yogurt Lychee No-jito Sherbet Chocolate Curry Ice Cream Cucumber Mint Frozen Yogurt Azuki Ice Cream Chocolate Lavender Ice Cream These healthier recipes are soy, coconut, rice, and nut milk based. They contain no cholesterol and are lower in saturated fat than their dairy counterparts. Stop paying ridiculous prices for mediocre non-dairy treats. Make your own delicious, creamy, dreamy concoctions at home with this cookbook. READER REVIEWS: I just made the fresh guava ice cream recipe out of my friend Alina's new vegan ice cream cookbook. I used my Mom's guavas and it came out wonderfully smooth and creamy. The fresh guava is subtle and fragrant. I am actually not missing the heavy cream I would usually be using. The recipes run the gamut from classic favorites (Mint Chocolate Chip) to intriguing, mind-bending combinations (Carrot Apple Coconut Curry). It is more than an ice cream cookbook. It it a passionate treatise on taking ice cream making to the level of a grand adventure. I wonder how many ice cream machines were sacrificed testing these more than 100 recipes. I will definitely be trying more soon. I have my eye on the lilikoi frozen yogurt recipe next since I have so many lilikoi right now. -Dorothy Arriola Colby This recipe book contains 15 chapters and an Index for a total of 208 pages. In the last chapter it contains the topic of TROUBLE SHOOTING. I'd welcome seeing that in any cookbook I buy and use. For the most part, I stay out of the kitchen. So I should probably stay out of the kitchen for sure. But these recipes for ice cream are fascinating, and the many pictures entice the reader into trying something new and different. Who are the readers of this book? Readers who are tired of ordinary ice cream, who have dietary problems that require different ingredients, or who are searching for a new experience in ice cream eating. For those readers I recommend this book. In the first chapters, you'll learn the difference between ice cream, sherbet, sorbet, granita, and frozen yogurt. The author then introduces you to the various kinds of milk you may want to try-coconut, soy, grain milks and the ingredients you may want to mix with the milk. You'll need fats, starches, sweeteners, agave nectar, maple syrup and others. And to insure edible results you'll need the right equipment in your kitchen. This can be as simple or as elaborate as you care to make it. And of course, you'll find dozens of recipes to tempt you. My advice is to read the book through carefully before you begin trying a recipe. Each success will lead to another. This book is a winner. Dorothy Francis www.dorothyfrancis.com KILLER IN CONTROL, 2011 (Five Star) DAIQUIRI DOCK MURDER, 2012 (Five Star) 4 Five Star mysteries on Amazon Kindle",152,229,12,,,,1,9.78194E+12,,69d768b555029204783ee5d8d2340bf8,full/3/7/0/37035a63b686ff07bf0fd602e7f61f0d3d880590.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9373/9781937371005.jpg,,,193737100X,9.78194E+12,en,11/18/2011 0:00,,4.67,3,"The New Scoop : Recipes for Dairy-Free, Vegan Ice Cream in Unusual Flavors (Plus: Recipes for Dairy-Free, Vegan Ice Cream in Unusual Flavors (Plus Some Old Favorites)",/New-Scoop-Alina-Niemi/9781937371005,308
[197],56368,"[214, 222, 228, 1349, 1532]","An extraordinary collection of interviews with the beloved doctor and author, whose research and books inspired generations of readers. Oliver Sacks--called the poet laureate of medicine by the New York Times--illuminated the mysteries of the brain for a wide audience in a series of richly acclaimed books, including Awakenings and The Man Who Mistook His Wife for a Hat, and numerous New Yorker articles. In this collection of interviews, Sacks is at his most candid and disarming, rich with insights about his life and work. Any reader of Sacks will find in this book an entirely new way of looking at a brilliant writer.",140,210,7.62,,,,1,9.78161E+12,,7560e355fe7446117f93c774978888b7,full/0/3/d/03d84a043fad7f5229dd1e7404f944a6817e9d15.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6121/9781612195773.jpg,,,1612195776,9.78161E+12,en,11/17/2016 0:00,,3.98,282,Oliver Sacks: The Last Interview,/Oliver-Sacks-Last-Interview-Oliver-Sacks/9781612195773,90.72
[198],387007,"[833, 3378, 835, 3380]","Scene by Scene guides are teaching resources. They are short books of questions, designed to save teachers time and lead to rewarding classroom experiences. Each guide is broken down by scene or chapter, to match and complement the text it accompanies. This means that the teacher is provided with a clear list of questions, at every stage of teaching the text. These questions can be used in class, or as homework, and so provide underlying structure to lesson planning.",148,210,2,,,,1,9.78191E+12,black & white illustrations,0144d1aa9e9c4ba4f22acde4237ad9bc,full/f/4/7/f47616de9a488b4e292fb7e64883c36b32644472.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9109/9781910949030.jpg,,,1910949035,9.78191E+12,en,7/24/2015 0:00,,,,The Spinning Heart,/Spinning-Heart-Amy-Farrell/9781910949030,64
[199],397638,"[771, 786, 3331, 798, 3343, 833, 3378]","Demonstrate how teachers can use a ""conceptual lens"" to design instructional units and differentiated lessons that deepen students' thinking skills and inspire a genuine love of learning.",213,272,8,,3rd ed.,,1,9.78141E+12,,d2635733dc7fc8db1b097d5a0ab73e39,full/8/4/8/8486341a09f55d346d989cba7005a5b3c3196df5.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4129/9781412966276.jpg,,,1412966272,9.78141E+12,en,4/21/2009 0:00,,3.73,37,"Stirring the Head, Heart, and Soul : Facilitator's Guide: Redefining Curriculum, Instruction, and Concept-Based Learning",/Stirring-Head-Heart-Soul-H-Lynn-Erickson/9781412966276,272
[200],825492,"[2862, 2865, 2870]","The ultimate game plan for complete one-dish vegetarian suppers--for anyone aspiring to eat a more plant-based diet.  Discover the pro-veggie, pro-flavor way to prepare fresh, healthy, high-quality plant-based dinners. In Simple Green Suppers, Susie Middleton demonstrates how to prepare seasonal vegetables in satisfying, filling suppers by pairing them with staple ingredients: noodles, grains, beans, greens, toast, tortillas, eggs, and broth. How you cook your veggies and how you combine them with other satisfying whole foods is the secret to delicious results. With 125 recipes for flavorful and veggie-forward dishes, tips on keeping a flexible and well-stocked pantry, and make-ahead and streamlining strategies, Simple Green Suppers is an essential resource that will make cooking delicious, easy vegetarian meals possible every night.",203,253,16,,,,1,9.78161E+12,4-Colour with photos throughout,6d970c2f8444b5797315d76fceb9341a,full/b/d/b/bdbe3058d5ac2c14be85d85676ebc93ee3ce0ae2.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6118/9781611803365.jpg,,,1611803365,9.78161E+12,en,7/17/2017 0:00,,3.82,94,Simple Green Suppers : A Fresh Strategy for One-Dish Vegetarian Meals,/Simple-Green-Suppers-Susie-Middleton/9781611803365,854
[201],144918,"[2646, 646, 1520, 1559, 2771]","Japan's worst nuclear radiation accident took place at a uranium reprocessing facility in Tokaimura, northeast of Tokyo, on 30 September 1999. The direct cause of the accident was cited as the depositing of a uranyl nitrate solution--containing about 16.6 kg of uranium, which exceeded the critical mass--into a precipitation tank. Three workers were exposed to extreme doses of radiation. Hiroshi Ouchi, one of these workers, was transferred to the University of Tokyo Hospital Emergency Room, three days after the accident. Dr. Maekawa and his staff initially thought that Ouchi looked relatively well for a person exposed to such radiation levels. He could talk, and only his right hand was a little swollen with redness. However, his condition gradually weakened as the radioactivity broke down the chromosomes in his cells. The doctors were at a loss as to what to do. There were very few precedents and proven medical treatments for the victims of radiation poisoning. Less than 20 nuclear accidents had occurred in the world to that point, and most of those happened 30 years ago. This book documents the following 83 days of treatment until his passing, with detailed descriptions and explanations of the radiation poisoning.",140,216,10.16,,,,1,9.78194E+12,,a958d3d675af92033b74b583fc3cfd00,full/5/9/c/59c5fd87ed910335a41b32c303608afca469af79.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9429/9781942993544.jpg,,,1942993544,9.78194E+12,en,2/4/2016 0:00,,4.12,404,A Slow Death : 83 Days of Radiation Sickness,/Slow-Death-Maho-Harada/9781942993544,203
[202],415648,"[784, 3329, 787, 3332, 793, 3338, 809, 3354, 833, 3378]","Bullying is a widespread and concerning issue that affects children of all ages. Focusing on character education in the early years, this resource aims to prevent bullying before it starts. Educators can use this comprehensive framework and developmentally appropriate activities to teach young children compassion, conflict resolution, respect, and other positive, pro-social values as they cultivate a peaceful and supportive learning environment for all children.",213.36,276.86,15.24,,Second Edition,,1,9.78161E+12,,e8d014222355c3643e543c75c78291a4,full/3/0/e/30ec811be1abbe8485e87170a0264beddbca2e88.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6055/9781605541242.jpg,,,1605541249,9.78161E+12,en,7/30/2013 0:00,,4.22,18,The Kindness Curriculum : Stop Bullying Before It Starts,/Kindness-Curriculum-Judith-Anne-Rice/9781605541242,453.59
"[203, 204]",413021,"[796, 3341, 802, 3347, 833, 3378]","What if learning was exciting? What if students felt important and empowered every time they walked into the building? What if parents looked forward to calls from their children's teachers and principals, instead of cringing when the school's number popped up on their phones? To Todd Nesloney and Adam Welcome, those aren't far-fetched what ifs; they can (and should) be a reality for every teacher, school, parent, and student. In Kids Deserve It!, Todd and Adam encourage you to think big and make learning fun and meaningful for students. While you're at it, you just might rediscover why you became an educator in the first place. Learn why you should be calling parents to praise your students (and employees). Discover ways to promote family interaction and improve relationships for kids at school and at home. Be inspired to take risks, shake up the status quo, and be a champion for your students. #KidsDeserveIt",152,229,11,,,,1,9.781E+12,,d9f083c9c171c71b1df27f6dc2d66ba1,full/8/c/b/8cbe3804f8c16eee1e692388239512e37ea670da.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9969/9780996989527.jpg,,,996989528,9.781E+12,en,5/18/2016 0:00,,4.39,176,Kids Deserve It! Pushing Boundaries and Challenging Conventional Thinking,/Kids-Deserve-It-Pushing-Boundaries-Challenging-Conventional-Thinking-Todd-Nesloney/9780996989527,286
[205],887499,[2865],"If you know the amazing results veganism can produce by following the lifestyle yourself, or maybe seeing the positive changes in one of your friends. You probably can't wait to share the benefits of veganism with your baby. Well your in luck! Veganism is just as healthy for babies as it is for adults. In fact, the Academy of Nutrition and Dietics have deemed a plant based diet healthy at any age, including throughout infancy. Although, just as when weaning your baby with any other diet, you'll need to be very strict with what you feed your baby to insure he/she is of perfect health. You need to be careful to not exclude nutrients only found in certain foods, in particularly, you should try to incorporate foods with vitamin D, calcium and vitamin B12, as these nutrients are primarily only found in animal foods. Just like with any diet. It will take patience, and trial and error to perfect. This books goal is to serve as a guide for you as you are starting your journey in a society where information on vegan pregnancies is not yet so readily available.",127,203,5,,,,1,9.78172E+12,,89607238c9adcb8e4a4ae3abf4b8c545,full/1/2/2/122ee4a43ed32e93a083a63b0f9bfdd586ff7110.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7179/9781717911346.jpg,,,171791134X,9.78172E+12,en,7/25/2018 0:00,,,,Vegan Pregnancy 101 : Pregnancy Handbook for First Time Vegan Moms and Babies +recipes,/Vegan-Pregnancy-101-Projectvegan/9781717911346,100
[206],35487,"[1520, 1877, 1880, 1887]","By ignoring the truth, ag-chemical enthusiasts are able to claim that pesticides and herbicides are necessary to feed the world. But science points out that low-to-mediocre crop production, weed, disease, and insect pressures are all symptoms of nutritional imbalances and inadequacies in the soil.Β Science in AgricultureΒ is a concise recap of the main schools of thought that make up eco-agriculture all clearly explained. Gain a working knowledge of chemistry, physics, and plant biology as applied to agriculture. Discover what weeds are trying to tell you about your soil's fertility needs. Learn how to design and implement a program to produce crops, pastures, turf, landscape or ornamentals of balanced nutritional and mineral content. Both farmer and professional consultant will benefit from this important work.",152,230,25.4,,,,1,9.78091E+12,,bf7f86405d8bfda81c018e4f237cb8b7,full/f/d/4/fd4e3b65d1defd8ddcb4a256d5400e7933f19958.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9113/9780911311358.jpg,Halcyon House Publishers,,911311351,9.78091E+12,en,10/1/2000 0:00,,4.36,14,Science in Agriculture : Advanced Methods for Sustainable Farming,/Science-Agriculture-Arden-Andersen/9780911311358,612.35
